"","team","nn1","nn2","nn3","nn4","nn5","nn6","nn7","nn8","nn9","nn10"
"101",2.30584300926059e+75,"2305843009260591396230584300926192295123058430092619823672305843009262373366","2305843009261210249230584300926276980523058430092836290632305843009291016391","2305843009261466970230584300926420122523058430092644313042305843009264542134","2305843009260477981230584300926201241523058430092635064872305843009300394259","2305843009260840596230584300926321897123058430092632766722305843009285925473","2305843009260900406230584300926143781823058430092618833372305843009262798031","2305843009260978030230584300926336759323058430093261049632305843009327645011","2305843009261922949230584300926198236823058430092623733662305843009292026313","2305843009262121284230584300926313512023058430092716084952305843009271687597","2305843009262329937230584300926344899223058430092639403472305843009269337854"
"102",2.30584300926059e+75,"2305843009260593295230584300926059788823058430092611306872305843009269661435","2305843009260715598230584300926171723923058430092622458762305843009269602232","2305843009260803432230584300926443856123058430092776686642305843009296024281","2305843009260893388230584300926224991923058430092681350352305843009325544412","2305843009260900406230584300926143781823058430092618833372305843009262798031","2305843009261212408230584300926226821223058430092629649932305843009265668325","2305843009261420062230584300926196891923058430092622485792305843009262310177","2305843009261508347230584300926394508523058430092639887902305843009267357002","2305843009261654382230584300926276465523058430092645011342305843009290515451","2305843009261660146230584300926226110623058430092672559572305843009291805366"
"103",2.30584300926059e+75,"2305843009260594925230584300926454104823058430092679256142305843009295028899","2305843009260507294230584300926252770223058430092625348432305843009285964927","2305843009260994802230584300926107486123058430092622348952305843009266386006","2305843009262018927230584300926287414123058430092843266682305843009284464131","2305843009262821332230584300926463341023058430092656970242305843009266514875","2305843009263777965230584300926425112423058430092649565572305843009269798849","2305843009260371815230584300926085344823058430092651873132305843009277869642","2305843009260393107230584300926062114123058430092796672012305843009285897611","2305843009260744239230584300926500789323058430092662824782305843009285659187","2305843009260744850230584300926086496623058430092653066602305843009270826700"
"104",2.3058430092606e+75,"2305843009260595365230584300926364275823058430092731450222305843009295338199","2305843009262064068230584300926209420223058430092710202132305843009277546798","2305843009266685976230584300926739660423058430092689760232305843009270375083","2305843009260659390230584300926151848223058430092764297752305843009277894340","2305843009260674203230584300926161468623058430092692828702305843009284287954","2305843009260702561230584300927183752523058430092766762332305843009295267887","2305843009261016093230584300926859206323058430092710163572305843009285149092","2305843009261038817230584300926886261023058430092703155412305843009272585726","2305843009261117085230584300926261650523058430092771549812305843009290654202","2305843009261233972230584300926556233323058430092661552182305843009269567109"
"105",2.3058430092606e+75,"2305843009260595445230584300926233553623058430092726782712305843009335003978","2305843009262063354230584300926263231023058430092692006702305843009277118821","2305843009260316089230584300926062538423058430092612055292305843009261749690","2305843009260474638230584300926100432223058430092857179292305843009295568792","2305843009260596484230584300926133553923058430092666391322305843009284706867","2305843009260740866230584300926156255923058430093098978822305843009319487946","2305843009260805985230584300926292172323058430092634516952305843009293234257","2305843009260978030230584300926336759323058430093261049632305843009327645011","2305843009261068246230584300926119745523058430092626940642305843009285477122","2305843009261189043230584300926151828323058430092617416752305843009262741948"
"106",2.3058430092606e+75,"2305843009260596484230584300926133553923058430092666391322305843009284706867","2305843009265163315230584300927835832123058430092848956052305843009285138985","2305843009262063354230584300926263231023058430092692006702305843009277118821","2305843009260316089230584300926062538423058430092612055292305843009261749690","2305843009260370881230584300927664871623058430092840246072305843009299874052","2305843009260474638230584300926100432223058430092857179292305843009295568792","2305843009260475640230584300926534777523058430092676648102305843009268722644","2305843009260595445230584300926233553623058430092726782712305843009335003978","2305843009260647802230584300926236631123058430092625157952305843009299254189","2305843009260695447230584300926380153623058430092641838502305843009269392289"
"107",2.30584300926061e+75,"2305843009260605870230584300926385970323058430092706078662305843009284228217","2305843009261975516230584300926861355823058430092706078642305843009305286418","2305843009262648472230584300926568630923058430092844077492305843009294057581","2305843009260314920230584300926119480923058430092642156462305843009290826059","2305843009260328385230584300926039096223058430092612595312305843009279046781","2305843009260391500230584300926116969623058430092618029862305843009263899773","2305843009260477981230584300926201241523058430092635064872305843009300394259","2305843009260840596230584300926321897123058430092632766722305843009285925473","2305843009260841612230584300926451871423058430092649884422305843009294794930","2305843009261210246230584300926587163323058430092662180812305843009291016391"
"108",2.30584300926061e+75,"2305843009260606181230584300926204583823058430092633421192305843009267484584","2305843009260454721230584300926427988123058430092847801662305843009300943966","2305843009260895798230584300926092380023058430092625779042305843009270934043","2305843009261177147230584300926409646823058430092669950542305843009277328890","2305843009261368664230584300926152502423058430092635290642305843009332334629","2305843009262992862230584300926831997123058430092723261772305843009272688697","2305843009264145990230584300926541402823058430092675005122305843009283799710","2305843009268093966230584300927703033223058430092788290972305843009284849993","2305843009294799163230584300930078323223058430093098446092305843009318975162","2305843009260307017230584300926409646823058430092643115142305843009267824705"
"109",2.30584300926061e+75,"2305843009260606588230584300926678495523058430092769986632305843009284085075","2305843009261106168230584300926215561823058430092623157082305843009299351827","2305843009264539928230584300926512995823058430092657443792305843009279624631","2305843009260304802230584300926112491023058430092627147842305843009269893032","2305843009260976931230584300926305473723058430092672794382305843009271819857","2305843009262267188230584300926246965023058430092678144102305843009268766294","2305843009262623050230584300926730482523058430092701772712305843009283494881","2305843009263009155230584300926697603523058430092674939982305843009279624629","2305843009263505929230584300926827125423058430093054187992305843009328114588","2305843009268585209230584300927121798223058430092933850122305843009325314758"
"110",2.30584300926062e+75,"2305843009260614889230584300927158766223058430092793559642305843009284424947","2305843009262136368230584300926226654723058430092640697672305843009271156795","2305843009261294075230584300926180405223058430092622942792305843009272867242","2305843009261615048230584300928534642223058430092897574032305843009291465893","2305843009261701752230584300926367650923058430092671198152305843009272450078","2305843009262997274230584300926448295623058430092651231062305843009279127057","2305843009266775129230584300926927481723058430092778688622305843009295924744","2305843009260380358230584300926053481423058430092623311172305843009264606696","2305843009260654649230584300926080589623058430092613458942305843009269729392","2305843009260658235230584300926516654023058430092689146392305843009285254568"
"111",2.30584300926062e+75,"2305843009260301047230584300926407495723058430092908951392305843009290965137","2305843009260359003230584300926089213523058430092616714782305843009261779825","2305843009260616322230584300926123755423058430092723081192305843009291826891","2305843009260619344230584300926327503423058430092905051332305843009294928010","2305843009261973826230584300926500092823058430092682250792305843009276379316","2305843009262979633230584300926344741023058430092734252802305843009277999795","2305843009263075358230584300926314498823058430092638949192305843009264485056","2305843009269921820230584300929147653123058430093218769222305843009322016813","2305843009271395094230584300927163803223058430092721191402305843009272535106","2305843009285378434230584300928596688723058430093062291572305843009307125061"
"112",2.30584300926062e+75,"2305843009260616888230584300926163655023058430092626767542305843009283844115","2305843009260624557230584300926467584623058430092709758992305843009279029354","2305843009261176053230584300926342907623058430092645097062305843009264618404","2305843009261386828230584300926232117423058430092641168692305843009269441250","2305843009260316283230584300926314086023058430092645178102305843009271474006","2305843009260372207230584300926048297423058430092622916042305843009266761670","2305843009260519322230584300926448485423058430092700137512305843009284285968","2305843009260762443230584300926269936623058430092861495152305843009294944574","2305843009260867382230584300926117629323058430092615655662305843009269298966","2305843009260972934230584300926277308223058430092653141472305843009283606378"
"113",2.30584300926062e+75,"2305843009260618250230584300926089895323058430092658401412305843009290438478","2305843009261164056230584300926256779323058430092640958982305843009272105997","2305843009262393273230584300926269289923058430092773402812305843009278177615","2305843009260467123230584300926302783123058430092706949952305843009276436318","2305843009260514176230584300926337658223058430092647178262305843009285776911","2305843009260621293230584300926235334423058430092628313592305843009267279039","2305843009261016092230584300927136413323058430092767552382305843009284965440","2305843009261069839230584300926144784623058430092665693892305843009286304166","2305843009261591887230584300926420705523058430092646244662305843009265226091","2305843009261760656230584300926177389523058430092737345032305843009285274968"
"114",2.30584300926062e+75,"2305843009260618250230584300926089895523058430092627682912305843009265840141","2305843009260340932230584300926161232223058430092616591372305843009262792083","2305843009260674494230584300926099448123058430092729582052305843009283626920","2305843009260788222230584300926960959323058430092718253332305843009283518463","2305843009260973871230584300926213068023058430092705164882305843009272865895","2305843009261231826230584300926223946923058430092640078722305843009266436348","2305843009261859552230584300926792810123058430092774447692305843009278917560","2305843009262104656230584300926504952323058430092698481772305843009270102672","2305843009262130511230584300926625996123058430092688235342305843009272994745","2305843009262393103230584300926662075623058430092667993782305843009278100944"
"115",2.30584300926062e+75,"2305843009260301047230584300926407495723058430092908951392305843009290965137","2305843009260359003230584300926089213523058430092616714782305843009261779825","2305843009260616322230584300926123755423058430092723081192305843009291826891","2305843009260619344230584300926327503423058430092905051332305843009294928010","2305843009261973826230584300926500092823058430092682250792305843009276379316","2305843009262979633230584300926344741023058430092734252802305843009277999795","2305843009263075358230584300926314498823058430092638949192305843009264485056","2305843009269921820230584300929147653123058430093218769222305843009322016813","2305843009271395094230584300927163803223058430092721191402305843009272535106","2305843009285378434230584300928596688723058430093062291572305843009307125061"
"116",2.30584300926062e+75,"2305843009260621293230584300926235334423058430092628313592305843009267279039","2305843009260552363230584300926456617123058430092646350292305843009278154790","2305843009260964372230584300926151427923058430092627243272305843009271338494","2305843009261852153230584300926193829423058430092716860562305843009279494767","2305843009262226823230584300926546495923058430092693337752305843009285185656","2305843009263331599230584300926658000923058430092769244032305843009277749678","2305843009263549194230584300927796513723058430092836772842305843009286086619","2305843009263955015230584300926493892723058430092774459552305843009290266966","2305843009260466818230584300926315735723058430092645529742305843009269244851","2305843009260495958230584300926117567823058430092618952962305843009285299288"
"117",2.30584300926062e+75,"2305843009260622367230584300926244053723058430092654695362305843009294234788","2305843009260391500230584300926116969623058430092618029862305843009263899773","2305843009260477981230584300926201241523058430092635064872305843009300394259","2305843009260503204230584300926076511323058430092608551262305843009262345076","2305843009260946452230584300926264761723058430092636374842305843009270560242","2305843009261114951230584300926264447023058430092666537592305843009279347845","2305843009261429606230584300926196892123058430092622485752305843009262310179","2305843009261458576230584300926184350723058430092625724182305843009267002955","2305843009261570322230584300926403060423058430092659815442305843009285476295","2305843009261701752230584300926367650923058430092671198152305843009272450078"
"118",2.30584300926062e+75,"2305843009260624557230584300926467584623058430092709758992305843009279029354","2305843009260616888230584300926163655023058430092626767542305843009283844115","2305843009260972934230584300926277308223058430092653141472305843009283606378","2305843009261032533230584300926377244923058430092671157662305843009284414587","2305843009261091721230584300926118940323058430092627905862305843009294697440","2305843009261738733230584300926325494723058430092649145952305843009269318337","2305843009260336470230584300926045671923058430092618569922305843009265514164","2305843009260372207230584300926048297423058430092622916042305843009266761670","2305843009260514176230584300926337658223058430092647178262305843009285776911","2305843009260638419230584300926085886223058430092630043012305843009267740004"
"119",2.30584300926063e+75,"2305843009260625303230584300927732991623058430092783110852305843009279568749","2305843009261035525230584300926171577223058430092619444212305843009292184446","2305843009262025245230584300926215623323058430092789651362305843009279405986","2305843009264244009230584300927691543623058430092922673452305843009310259634","2305843009265328072230584300926818008123058430092706747812305843009277851061","2305843009260328969230584300926193098023058430092672794392305843009283496361","2305843009260655380230584300928982756023058430092950481552305843009295675624","2305843009260659390230584300926151848223058430092764297752305843009277894340","2305843009260702561230584300927183752523058430092766762332305843009295267887","2305843009260718299230584300926342443823058430092858499982305843009293724017"
"120",2.30584300926063e+75,"2305843009260627567230584300926335264923058430092635629732305843009263900588","2305843009264424465230584300927121697323058430092718590132305843009273675052","2305843009265829173230584300926588311323058430092664049582305843009278114485","2305843009260360664230584300926148183323058430092647497862305843009266475165","2305843009260375268230584300926111570823058430092900371222305843009291857171","2305843009260485113230584300926251553223058430092663897672305843009268882148","2305843009260654649230584300926080589623058430092613458942305843009269729392","2305843009260658235230584300926516654023058430092689146392305843009285254568","2305843009260710641230584300926825201823058430092700629322305843009272414291","2305843009260823955230584300926096591923058430092631524412305843009270158949"
"121",2.30584300926063e+75,"2305843009260633149230584300926250921323058430092663001942305843009289568675","2305843009261114951230584300926264447023058430092666537592305843009279347845","2305843009261210246230584300926587163323058430092662180812305843009291016391","2305843009265540805230584300927017518123058430092713998812305843009272565028","2305843009266662037230584300927290602323058430092849676602305843009294135123","2305843009272905580230584300928963697223058430092944472732305843009300594442","2305843009260665684230584300926253603023058430092631713412305843009271839415","2305843009261493391230584300926383692123058430092651133382305843009270945869","2305843009262024266230584300926442353823058430092667128172305843009268083152","2305843009262193770230584300928368993323058430092862792112305843009294205167"
"122",2.30584300926063e+75,"2305843009260634048230584300926168403823058430092727483962305843009284895444","2305843009261767073230584300927158681123058430092798103622305843009289836334","2305843009263385238230584300926385130823058430092645246742305843009300672224","2305843009268171648230584300926841148823058430092689939412305843009289604852","2305843009260589621230584300926136938123058430092654169192305843009284428432","2305843009260840596230584300926321897123058430092632766722305843009285925473","2305843009261077548230584300926361052623058430092647937032305843009284726947","2305843009261154306230584300926226429723058430092782858742305843009291266128","2305843009261178837230584300926605586923058430092683394842305843009271049353","2305843009261235618230584300926140468523058430092614239592305843009272465057"
"123",2.30584300926064e+75,"2305843009260638419230584300926085886223058430092630043012305843009267740004","2305843009261032533230584300926377244923058430092671157662305843009284414587","2305843009261738733230584300926325494723058430092649145952305843009269318337","2305843009260514176230584300926337658223058430092647178262305843009285776911","2305843009260624557230584300926467584623058430092709758992305843009279029354","2305843009260762443230584300926269936623058430092861495152305843009294944574","2305843009261111471230584300926429504123058430092661979742305843009271147152","2305843009261176053230584300926342907623058430092645097062305843009264618404","2305843009261527856230584300926389062223058430092657279392305843009271008183","2305843009261615048230584300928534642223058430092897574032305843009291465893"
"124",2.30584300926065e+75,"2305843009260646261230584300926207595523058430092691327312305843009321750415","2305843009266103613230584300926634336523058430092700645702305843009270455849","2305843009260879092230584300926488553123058430092715501242305843009278374826","2305843009261380748230584300926426714323058430092920950242305843009300115149","2305843009261747421230584300926422390023058430092695382012305843009271616906","2305843009261898187230584300928490607923058430092896147322305843009290264776","2305843009260679237230584300926087812123058430092612132662305843009285539436","2305843009260845307230584300926224525023058430093267539612305843009327883965","2305843009260935252230584300926207559723058430092692898152305843009277210034","2305843009260997357230584300926177467723058430092766647672305843009310455458"
"125",2.30584300926065e+75,"2305843009260647802230584300926236631123058430092625157952305843009299254189","2305843009260316089230584300926062538423058430092612055292305843009261749690","2305843009260475640230584300926534777523058430092676648102305843009268722644","2305843009260695447230584300926380153623058430092641838502305843009269392289","2305843009260777098230584300926101712423058430092621671942305843009262186428","2305843009261132382230584300926155826423058430092619164022305843009267805134","2305843009269952826230584300927198998923058430092997239072305843009305825069","2305843009260304802230584300926112491023058430092627147842305843009269893032","2305843009260364178230584300926134422923058430092614076212305843009263977834","2305843009260370881230584300927664871623058430092840246072305843009299874052"
"126",2.30584300926065e+75,"2305843009260652312230584300926483811023058430092659247832305843009270133739","2305843009260811437230584300926361074923058430092650429992305843009268427565","2305843009261437817230584300926524409923058430092683115552305843009270267325","2305843009262195609230584300926262545423058430092911155622305843009293964744","2305843009260341676230584300926644509623058430092833558242305843009301205180","2305843009260369092230584300926175335523058430092627838752305843009270490415","2305843009260375180230584300926283741623058430092635532192305843009265262034","2305843009260505666230584300926087581123058430092684491332305843009279188848","2305843009260514176230584300926337658223058430092647178262305843009285776911","2305843009260699219230584300926074932523058430092619791862305843009266420186"
"127",2.30584300926065e+75,"2305843009260654649230584300926080589623058430092613458942305843009269729392","2305843009260710641230584300926825201823058430092700629322305843009272414291","2305843009261550436230584300926243266023058430092645530572305843009273675862","2305843009260658235230584300926516654023058430092689146392305843009285254568","2305843009260938943230584300926147919723058430092624680862305843009283786338","2305843009261058128230584300926139894023058430092764454132305843009284844560","2305843009261294075230584300926180405223058430092622942792305843009272867242","2305843009262149224230584300926375714623058430092671563862305843009267934376","2305843009262920571230584300926442185923058430092651077742305843009283838557","2305843009263239668230584300926347935323058430092649708672305843009270383144"
"128",2.30584300926066e+75,"2305843009260655380230584300926242420623058430092776358292305843009289827560","2305843009260369092230584300926175335523058430092627838752305843009270490415","2305843009260505665230584300926333160323058430092683331082305843009286274627","2305843009260772404230584300926083111123058430092652349532305843009300113786","2305843009261339259230584300927016718123058430092706007882305843009271619377","2305843009261443416230584300926218796223058430092635575422305843009269908449","2305843009261925825230584300926319787723058430092639305222305843009264823220","2305843009262116034230584300926283776423058430092651314632305843009291345889","2305843009262246455230584300926261695523058430092627771242305843009266425624","2305843009262361663230584300927091751023058430092790066202305843009284864230"
"129",2.30584300926066e+75,"2305843009260655380230584300928982756023058430092950481552305843009295675624","2305843009261345367230584300926387216023058430092794984572305843009285184694","2305843009262293769230584300926292533923058430092698644122305843009271699920","2305843009264244009230584300927691543623058430092922673452305843009310259634","2305843009260328969230584300926193098023058430092672794392305843009283496361","2305843009260562610230584300926132792723058430092639949532305843009269330175","2305843009260625303230584300927732991623058430092783110852305843009279568749","2305843009260659390230584300926151848223058430092764297752305843009277894340","2305843009260718299230584300926342443823058430092858499982305843009293724017","2305843009260753517230584300926552145423058430092656705502305843009266461692"
"130",2.30584300926066e+75,"2305843009260563356230584300926944167823058430092850786712305843009285485179","2305843009260658102230584300926589931623058430092669912442305843009269850946","2305843009268247876230584300926837036323058430092768999592305843009277397880","2305843009260301047230584300926407495723058430092908951392305843009290965137","2305843009260340932230584300926161232223058430092616591372305843009262792083","2305843009260359003230584300926089213523058430092616714782305843009261779825","2305843009260589621230584300926136938123058430092654169192305843009284428432","2305843009260616322230584300926123755423058430092723081192305843009291826891","2305843009260619344230584300926327503423058430092905051332305843009294928010","2305843009260951646230584300926571321423058430092848669952305843009291996529"
"131",2.30584300926066e+75,"2305843009260658235230584300926516654023058430092689146392305843009285254568","2305843009262920571230584300926442185923058430092651077742305843009283838557","2305843009260654649230584300926080589623058430092613458942305843009269729392","2305843009260710641230584300926825201823058430092700629322305843009272414291","2305843009261023015230584300926160350623058430092622828242305843009283836243","2305843009261550436230584300926243266023058430092645530572305843009273675862","2305843009261615048230584300928534642223058430092897574032305843009291465893","2305843009262094112230584300926257409723058430092647995362305843009269782179","2305843009263547316230584300926391121923058430092708382452305843009272028786","2305843009264369701230584300926861874923058430092715562312305843009300854234"
"132",2.30584300926066e+75,"2305843009260659390230584300926151848223058430092764297752305843009277894340","2305843009262871144230584300927050378123058430092705548962305843009271738734","2305843009261185228230584300926123459323058430092707151972305843009279609916","2305843009261233972230584300926556233323058430092661552182305843009269567109","2305843009261256313230584300926276596423058430092682298412305843009285329214","2305843009261802222230584300926901990823058430092790301292305843009285187284","2305843009263422847230584300926348287523058430092725488942305843009273714108","2305843009265328072230584300926818008123058430092706747812305843009277851061","2305843009267988584230584300926933728823058430092780268742305843009292325550","2305843009260328969230584300926193098023058430092672794392305843009283496361"
"133",2.30584300926067e+75,"2305843009260665684230584300926253603023058430092631713412305843009271839415","2305843009261488088230584300927050659223058430092718154802305843009291104514","2305843009260418106230584300926094902923058430092625017872305843009293804191","2305843009260505665230584300926333160323058430092683331082305843009286274627","2305843009260843934230584300926382395223058430092686602882305843009269709200","2305843009261210246230584300926587163323058430092662180812305843009291016391","2305843009262407791230584300926277351623058430092645414002305843009266423002","2305843009262745224230584300926362904423058430092672648062305843009267374653","2305843009264740217230584300926758615623058430092719063112305843009294878496","2305843009260328385230584300926039096223058430092612595312305843009279046781"
"134",2.30584300926067e+75,"2305843009260674203230584300926161468623058430092692828702305843009284287954","2305843009260495958230584300926117567823058430092618952962305843009285299288","2305843009260552363230584300926456617123058430092646350292305843009278154790","2305843009260815190230584300926089799923058430092664280082305843009266724539","2305843009260969308230584300926464157423058430092703713912305843009270440190","2305843009261069837230584300926132275923058430092614478462305843009266569387","2305843009261233972230584300926556233323058430092661552182305843009269567109","2305843009261852153230584300926193829423058430092716860562305843009279494767","2305843009263549194230584300927796513723058430092836772842305843009286086619","2305843009260328969230584300926193098023058430092672794392305843009283496361"
"135",2.30584300926067e+75,"2305843009260674494230584300926099448123058430092729582052305843009283626920","2305843009261859552230584300926792810123058430092774447692305843009278917560","2305843009279024806230584300929015840323058430092908367662305843009292034397","2305843009260618250230584300926089895523058430092627682912305843009265840141","2305843009260788222230584300926960959323058430092718253332305843009283518463","2305843009260973871230584300926213068023058430092705164882305843009272865895","2305843009261651565230584300926700713623058430092680816942305843009268127344","2305843009262130511230584300926625996123058430092688235342305843009272994745","2305843009263644542230584300926459555723058430092650032402305843009267778344","2305843009264246975230584300926562251823058430092691355922305843009271346458"
"136",2.30584300926068e+75,"2305843009260677243230584300926365952423058430092643784682305843009266188042","2305843009260346803230584300926240647023058430092677690492305843009285177272","2305843009260823955230584300926096591923058430092631524412305843009270158949","2305843009262575799230584300926264447023058430092945753572305843009321786139","2305843009266442867230584300926957830223058430092700675172305843009270407766","2305843009271469179230584300927843617123058430092843650532305843009284565667","2305843009260320897230584300926158113123058430092859363332305843009289667258","2305843009260375268230584300926111570823058430092900371222305843009291857171","2305843009260762443230584300926269936623058430092646859232305843009294944574","2305843009260805505230584300926310113823058430092690652172305843009276606390"
"137",2.30584300926068e+75,"2305843009260679237230584300926087812123058430092612132662305843009285539436","2305843009261747421230584300926422390023058430092695382012305843009271616906","2305843009260646261230584300926207595523058430092691327312305843009321750415","2305843009260767050230584300926236683923058430092650231102305843009277116064","2305843009260850159230584300926614761223058430092727158872305843009294567551","2305843009261018859230584300926167877523058430092633229422305843009284949965","2305843009261135124230584300926164573723058430092625356012305843009278725959","2305843009261742851230584300926360792723058430092679431702305843009269851700","2305843009261774679230584300926821295523058430092700519842305843009285778220","2305843009261898187230584300928490607923058430092896147322305843009290264776"
"138",2.30584300926069e+75,"2305843009260688946230584300926280128123058430092707704402305843009271104057","2305843009260294880230584300926065511223058430092657851422305843009265925242","2305843009261394267230584300926153414723058430092627339592305843009279748448","2305843009262515795230584300926420901623058430092653498622305843009299194234","2305843009262841364230584300927055588923058430092734345572305843009290155379","2305843009263416965230584300926465401923058430092650155412305843009268542160","2305843009265343488230584300926638368923058430092682528462305843009290696266","2305843009260375398230584300926236585023058430092654280682305843009272636212","2305843009260441035230584300926188002323058430092698815722305843009270660252","2305843009260519322230584300926448485423058430092700137512305843009284285968"
"139",2.30584300926069e+75,"2305843009260689568230584300926071110223058430092695137392305843009283554572","2305843009260876933230584300926281767523058430092767973652305843009279546287","2305843009261185810230584300927127751923058430092716674512305843009278398287","2305843009261244138230584300926667294223058430092704720012305843009294406206","2305843009262466261230584300926362671123058430092767971212305843009309188282","2305843009262665654230584300926358275223058430092640670582305843009276528233","2305843009272515095230584300927267583123058430092792849902305843009295097550","2305843009260336067230584300926399941823058430092641983692305843009269590218","2305843009260473987230584300926679462723058430092835880002305843009283915643","2305843009260976931230584300926305473723058430092672794382305843009271819857"
"140",2.30584300926069e+75,"2305843009260691629230584300926738290723058430092706198582305843009277377976","2305843009260578095230584300926178247523058430092692651022305843009317065128","2305843009294799163230584300930078323223058430093098446092305843009318975162","2305843009260843487230584300926168174023058430092715379152305843009294696474","2305843009261406549230584300926148132523058430092620666902305843009291014951","2305843009261609778230584300926273690723058430092652295022305843009272457733","2305843009263065611230584300927012971823058430092711674422305843009271817904","2305843009266931267230584300927907886923058430092790896112305843009284556052","2305843009260355161230584300926085622923058430092622849732305843009283965949","2305843009260375180230584300926355321923058430093284339972305843009336144130"
"141",2.3058430092607e+75,"2305843009260695447230584300926380153623058430092641838502305843009269392289","2305843009260370881230584300927664871623058430092840246072305843009299874052","2305843009260647802230584300926236631123058430092625157952305843009299254189","2305843009260792468230584300926195854023058430092690676952305843009279248261","2305843009260304802230584300926112491023058430092627147842305843009269893032","2305843009260316089230584300926062538423058430092612055292305843009261749690","2305843009260475640230584300926534777523058430092676648102305843009268722644","2305843009260596484230584300926133553923058430092666391322305843009284706867","2305843009260777098230584300926101712423058430092621671942305843009262186428","2305843009260805985230584300926292172323058430092634516952305843009293234257"
"142",2.3058430092607e+75,"2305843009260699219230584300926074932523058430092619791862305843009266420186","2305843009260967736230584300926313561923058430092634282232305843009270187683","2305843009260652312230584300926483811023058430092659247832305843009270133739","2305843009261139098230584300926458641623058430092688480692305843009270356819","2305843009261241617230584300926779128123058430092768755922305843009290175155","2305843009261742850230584300926360792323058430092679431712305843009269851700","2305843009262366839230584300926247743123058430092645332192305843009265023110","2305843009262400412230584300927905448023058430092838571492305843009293917535","2305843009265570222230584300927095625023058430092773995552305843009278288276","2305843009265805362230584300926610361323058430092700645702305843009276526152"
"143",2.3058430092607e+75,"2305843009260700072230584300926410427723058430093058867682305843009333065219","2305843009260715598230584300926171723923058430092622458762305843009269602232","2305843009261543281230584300927191513823058430092945577522305843009309750157","2305843009262119965230584300926370941723058430092774305702305843009310036726","2305843009262134847230584300926251629923058430092959468122305843009305575361","2305843009262305758230584300926253598323058430092645237122305843009271770422","2305843009262839268230584300926937684123058430092776856942305843009301203158","2305843009263211428230584300926800448323058430092766552312305843009285978873","2305843009263356462230584300926340439323058430092645246582305843009283614225","2305843009263525940230584300926696153123058430092676540272305843009291374230"
"144",2.3058430092607e+75,"2305843009260702561230584300927183752523058430092766762332305843009295267887","2305843009261310779230584300926149827623058430092619933902305843009290638326","2305843009260328969230584300926193098023058430092672794392305843009283496361","2305843009260375180230584300926355321923058430093284339972305843009336144130","2305843009260505665230584300926087581123058430092659840292305843009270796646","2305843009260595365230584300926364275823058430092731450222305843009295338199","2305843009260625303230584300927732991623058430092783110852305843009279568749","2305843009260659390230584300926151848223058430092764297752305843009277894340","2305843009261035525230584300926171577223058430092619444212305843009292184446","2305843009261038817230584300926886261023058430092703155412305843009272585726"
"145",2.30584300926071e+75,"2305843009260654649230584300926080589623058430092613458942305843009269729392","2305843009260710641230584300926825201823058430092700629322305843009272414291","2305843009261550436230584300926243266023058430092645530572305843009273675862","2305843009260658235230584300926516654023058430092689146392305843009285254568","2305843009260938943230584300926147919723058430092624680862305843009283786338","2305843009261058128230584300926139894023058430092764454132305843009284844560","2305843009261294075230584300926180405223058430092622942792305843009272867242","2305843009262149224230584300926375714623058430092671563862305843009267934376","2305843009262920571230584300926442185923058430092651077742305843009283838557","2305843009263239668230584300926347935323058430092649708672305843009270383144"
"146",2.30584300926072e+75,"2305843009260715598230584300926171723923058430092622458762305843009269602232","2305843009262119965230584300926370941723058430092774305702305843009310036726","2305843009262305758230584300926253598323058430092645237122305843009271770422","2305843009260700072230584300926410427723058430093058867682305843009333065219","2305843009260893388230584300926224991923058430092681350352305843009325544412","2305843009261543281230584300927191513823058430092945577522305843009309750157","2305843009261762597230584300926308128423058430092668051712305843009284397475","2305843009262134847230584300926251629923058430092959468122305843009305575361","2305843009263211428230584300926800448323058430092766552312305843009285978873","2305843009263356462230584300926340439323058430092645246582305843009283614225"
"147",2.30584300926072e+75,"2305843009260715958230584300926075544223058430092643122192305843009264846834","2305843009263435061230584300926495574523058430092666624632305843009269664924","2305843009265343488230584300926638368923058430092682528462305843009290696266","2305843009260568226230584300926149030523058430092631712902305843009266804047","2305843009260767734230584300926137522323058430092625655622305843009278905138","2305843009260841612230584300926451871423058430092649884422305843009294794930","2305843009260852130230584300927810852923058430092782288282305843009295026469","2305843009261092108230584300926211790923058430092651704742305843009269005769","2305843009261144036230584300926338660223058430092643672562305843009270104807","2305843009261394267230584300926153414723058430092627339592305843009269375878"
"148",2.30584300926072e+75,"2305843009260718297230584300926208846923058430092678358732305843009271745680","2305843009260355161230584300926085622923058430092622849732305843009283965949","2305843009260360664230584300926148183323058430092647497862305843009266475165","2305843009260718299230584300926342443823058430092858499982305843009293724017","2305843009261248800230584300926172216123058430092645342612305843009265165352","2305843009261315559230584300926175549023058430092619352462305843009278506131","2305843009261564520230584300927178026523058430092734056002305843009335954327","2305843009263439087230584300926656550023058430092699179272305843009279175778","2305843009263525960230584300926448295623058430092652745952305843009284057603","2305843009263622849230584300926442705323058430092650226692305843009268093967"
