,reference_id,weapon_name,itemTypeDisplayName,itemTypeAndTierDisplayName,itemType,itemSubType,tierTypeName,equipmentSlotTypeHash,itemCategoryHashes,levels,loreHash_list
1176,1244181000,Exodus Siege,,,0,0,Common,,[],[0],
1177,1245809812,Lucky Pants,Leg Armor,Exotic Leg Armor,2,29,Exotic,20886954.0,"[23, 48, 20]","[33, 32, 31, 30, 29, 27, 20, 10, 1, 0]",1245809812.0
1178,1245809813,Orpheus Rig,Leg Armor,Exotic Leg Armor,2,29,Exotic,20886954.0,"[23, 48, 20]","[33, 32, 31, 30, 29, 27, 20, 1, 0]",1245809813.0
1179,1245809814,St0mp-EE5,Leg Armor,Exotic Leg Armor,2,29,Exotic,20886954.0,"[23, 48, 20]","[33, 32, 31, 30, 29, 27, 20, 1, 0]",1245809814.0
1180,1246287293,Masterwork Armor,,,19,0,Legendary,,"[59, 141186804]",,
1181,1247444892,A Gift for Io's Experimenter,,,0,0,,,[],[0],
1182,1248391073,Mobile Titan Armor,Intrinsic,Common Intrinsic,19,0,Common,,"[2237038328, 610365472, 59]",,
1183,1248916835,,,,0,0,Common,,[],,
1184,1251692004,Lost Pacific Gloves,Gauntlets,Legendary Gauntlets,2,27,Legendary,3551918588.0,"[21, 46, 20]","[33, 1, 0]",
1185,1252840958,,Helmet,Legendary Helmet,20,26,Legendary,3448274439.0,"[45, 20, 3109687656]",,
1186,1254283350,,Leg Armor,Legendary Leg Armor,20,29,Legendary,20886954.0,"[22, 48, 20, 3109687656]",,
1187,1254742579,Trials Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3683250363, 1742617626, 4104513227]",[0],
1188,1255371660,Mercury Combo Detector,Ghost Module,Common Ghost Module,19,0,Common,,"[59, 4176831154, 1449602859]",,
1189,1255489387,Guiding Light,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[59, 2237038328, 610365472]",,
1190,1255517375,,,,0,0,Common,,[],,
1191,1256569366,Raven Shard,Leg Armor,Uncommon Leg Armor,2,29,Uncommon,20886954.0,"[21, 48, 20]","[33, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 1, 0]",
1192,1258366898,"Lost Prophecy, Verse 5 Fulfilled",Prophecy Tablet,Legendary Prophecy Tablet,9,0,Legendary,,"[2250046497, 35, 52]",[0],
1193,1260134370,Devastation Complex,Gauntlets,Legendary Gauntlets,2,27,Legendary,3551918588.0,"[22, 46, 20]","[33, 32, 30, 29, 21, 20, 1]",
1194,1261178282,Enduring Blade,Blade,Legendary Blade,19,18,Legendary,,"[54, 1709863189, 610365472, 59]",,
1195,1261433463,Legendary Engram,Engram,Legendary Engram,8,0,Legendary,,[34],"[33, 32, 30, 29, 21, 20]",
1196,1262460017,Legends Lost,Quest,Quest,15,0,,,[53],,
1197,1269036705,Take Shelter Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3229540061, 1742617626, 4104513227]",[0],
1198,1269621203,"Arcadian Valley, Nessus Armor",Armor Set,Legendary Armor Set,0,0,Legendary,,[2423200735],[20],
1199,1269682391,,,,0,0,Common,,[],,
1200,1269789796,Masterwork Armor,,,19,0,Legendary,,"[59, 141186804]",,
1201,1270564331,FWC Token,Redeemable,Uncommon Redeemable,9,0,Uncommon,,"[2088636411, 35, 52]",[0],
1202,1270948323,Nasreddin,Sword,Uncommon Sword,3,18,Uncommon,953998645.0,"[4, 1, 54]","[20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 0]",
1203,1271008956,Iron Engram,Engram,Legendary Engram,8,0,Legendary,,[34],,
1204,1271045312,Gray Tiger Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1205,1271045313,Commanding Star Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1206,1271045314,Unearthly Koi Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1207,1271045315,Flaming Arrow Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1208,1271045316,Garter Snake Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1209,1271045317,Infinite Blue Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1210,1271045318,Triumphal Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1211,1271045319,Dolphin Wave Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1212,1271045322,Symphonic Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1213,1271045323,Abacus Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],"[1, 0]",
1214,1273792320,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",,
1215,1273792321,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",,
1216,1273792322,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",,
1217,1273792323,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",,
1218,1275292259,Rare Gear,,,20,0,Rare,,[3109687656],,
1219,1275523777,Io Engram,Engram,Legendary Engram,0,0,Legendary,,[],[0],
1220,1275731761,Cluster Bomb,Trait,Legendary Trait,19,0,Legendary,,"[3708671066, 610365472, 59]",,
1221,1276327882,Illuminated Engram,Bright Engram,Legendary Bright Engram,8,0,Legendary,,[34],"[33, 32, 31, 30, 27, 0]",
1222,1277015089,Gravity Slingshot,Shotgun,Legendary Shotgun,3,7,Legendary,953998645.0,"[4, 1, 11]","[33, 1]",
1223,1277677855,Scout Report: EDZ,Consumable,Rare Consumable,9,0,Rare,,"[35, 52]",[0],
1224,1279721672,Fortress Field,Helmet,Uncommon Helmet,2,26,Uncommon,3448274439.0,"[22, 45, 20]","[33, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 1, 0]",
1225,1280243209,Meditations,Quest,Quest,15,0,,,[53],,
1226,1280545291,Masterwork Weapon,,,19,0,Legendary,,"[59, 141186804]",,
1227,1281013968,Ghost Blue,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1228,1281013969,Crucible White,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1229,1281013970,Ghost Green,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1230,1281013971,Ghost Pink,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1231,1281013972,Crucible Pink,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1232,1281013973,Crucible Blue,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1233,1281013974,Crucible Gold,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1234,1281013975,Crucible Green,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1235,1281013978,Amethyst Rabbit,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1236,1281013979,Coral Rabbit,Transmat Effect,Rare Transmat Effect,19,0,Rare,,"[59, 208981632, 177260082]","[1, 0]",
1237,1281822856,Protostar CSu,Submachine Gun,Rare Submachine Gun,3,24,Rare,1498876634.0,"[2, 1, 3954685534]","[33, 32, 30, 29, 20, 19, 17, 15, 13, 11, 9, 7, 5, 4, 3, 2, 1, 0]",
1238,1281822857,Philippis-B,Submachine Gun,Rare Submachine Gun,3,24,Rare,1498876634.0,"[2, 1, 3954685534]","[33, 32, 30, 29, 20, 19, 17, 15, 13, 11, 9, 7, 5, 4, 3, 2, 1, 0]",
1239,1281822858,Furina-2mg,Submachine Gun,Rare Submachine Gun,3,24,Rare,2465295065.0,"[3, 1, 3954685534]","[33, 32, 30, 29, 20, 19, 17, 15, 13, 11, 9, 7, 5, 4, 3, 2, 1, 0]",
1240,1281822859,Harmony-21,Submachine Gun,Rare Submachine Gun,3,24,Rare,2465295065.0,"[3, 1, 3954685534]","[33, 32, 30, 29, 20, 19, 17, 15, 13, 11, 9, 7, 5, 4, 3, 2, 1, 0]",
1241,1284563760,Häkke History Polish,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1242,1284563761,SUROS Modular Shine,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1243,1284563762,Omolon Meteor Gloss,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1244,1284563763,VEIST Poison Shimmer,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1245,1284563764,Noble Constant Red,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1246,1284563765,Vanguard Magnus Gloss,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1247,1284563766,Frumious Blue,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1248,1284563767,Midnight Talons,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1249,1284563774,Tarnished Copper,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1250,1284563775,Xenosilver,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]","[1, 0]",
1251,1286488743,Shieldbreaker Plate,Chest Armor,Rare Chest Armor,2,28,Rare,14239492.0,"[22, 47, 20]",,
1252,1288520202,Sovereign Lion Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3683250363, 1742617626, 4104513227]",[0],
1253,1290732213,Exotic Gear,,,20,0,Exotic,,[3109687656],,
1254,1291438773,Gunsmith Engram,Engram,Legendary Engram,0,0,Legendary,,[],[0],
1255,1291586825,Eystein-D,Pulse Rifle,Legendary Pulse Rifle,3,13,Legendary,1498876634.0,"[2, 1, 7]","[33, 1, 0]",
1256,1292017383,Patrols Access,,,20,0,Common,,[3109687656],,
1257,1293002379,Yes,Emote,Uncommon Emote,23,0,Uncommon,3224618069.0,[44],[0],
1258,1294026524,Adaptive Frame,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[2237038328, 610365472, 59]",,
1259,1294717622,Sick,Emote,Rare Emote,23,0,Rare,3224618069.0,[44],"[1, 0]",
1260,1296049124,Acceleration Mod,Arms Armor Mod,Legendary Arms Armor Mod,19,0,Legendary,,"[59, 3872696960, 4104513227]","[1, 0]",
1261,1298682514,,Shader,Uncommon Shader,19,20,Uncommon,,"[41, 52]",,
1262,1298682515,,Shader,Uncommon Shader,19,20,Uncommon,,"[41, 52]",,
1263,1300023272,Barrel Shroud,Barrel,Legendary Barrel,19,0,Legendary,,"[3085181971, 610365472, 59]",,
1264,1300953061,Ornaments,,,0,0,Common,,[],,
1265,1301869426,Crimson Days Rewards,,,20,0,Legendary,,[3109687656],,
1266,1304122208,Wildwood Bond,Warlock Bond,Legendary Warlock Bond,2,30,Legendary,1585787867.0,"[21, 49, 20]","[33, 1, 0]",433172718.0
1267,1305274547,Phaseglass Needle,Redeemable,Uncommon Redeemable,9,0,Uncommon,,"[2088636411, 35, 52]",[0],
1268,1305565959,Extinction Orbit Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3683250363, 1742617626, 4104513227]",[0],
1269,1305571997,Masterwork Weapon,,,19,0,Legendary,,"[59, 141186804]",,
1270,1305897974,,,,0,0,Common,,[],,
1271,1306722632,Imperial Invitation,Quest,Legendary Quest,15,0,Legendary,,[53],,
1272,1307144225,Utopia,,,0,0,,,[],[0],
1273,1307478991,Ankaa Seeker IV,Leg Armor,Legendary Leg Armor,2,29,Legendary,20886954.0,"[21, 48, 20]","[33, 32, 30, 29, 21, 20, 1, 0]",
1274,1309445830,Under the Hood,Quest Step,Legendary Quest Step,12,0,Legendary,,[16],[0],
1275,1309834898,Trials Prestige Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3229540061, 1742617626, 4104513227]",[0],
1276,1310413524,Recital-17,Sidearm,Uncommon Sidearm,3,17,Uncommon,2465295065.0,"[3, 1, 14]","[20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 0]",
1277,1310413525,Victoire SI2,Sidearm,Uncommon Sidearm,3,17,Uncommon,2465295065.0,"[3, 1, 14]","[20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 0]",
1278,1312472209,Fields of Glass,Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
1279,1313805249,LC Ranged,Scope,Legendary Scope,19,0,Legendary,,"[2411768833, 610365472, 59]",,
1280,1313805250,LB Assault,Scope,Legendary Scope,19,0,Legendary,,"[2411768833, 610365472, 59]",,
1281,1313805251,LD Watchdog,Scope,Legendary Scope,19,0,Legendary,,"[2411768833, 610365472, 59]",,
1282,1316076079,"Red Legion, Black Oil",,,0,0,Common,,[],[0],
1283,1317670974,EDZ Rewards,,,20,0,Common,,[3109687656],[0],
1284,1321546045,European Dead Zone,Emblem,Legendary Emblem,14,0,Legendary,4274335291.0,"[19, 52]",[0],
1285,1322370662,Precision Frame,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[2237038328, 610365472, 59]",,
1286,1325579289,Retrofuturist,Shotgun,Legendary Shotgun,3,7,Legendary,953998645.0,"[4, 1, 11]","[33, 32, 30, 29, 21, 20, 1, 0]",
1287,1326366123,Classified,,,0,0,,,,,
1288,1326668122,Aggressive Frame,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[2237038328, 610365472, 59]",,
1289,1327432221,Perseverance,Auto Rifle,Legendary Auto Rifle,3,6,Legendary,2465295065.0,"[3, 1, 5]","[33, 1]",
1290,1327659224,,,,0,0,Common,,[],,
1291,1328369883,Omega Mechanos Gloves,Gauntlets,Legendary Gauntlets,2,27,Legendary,3551918588.0,"[21, 46, 20]","[1, 0]",
1292,1329583752,Crucible Scanner,Ghost Module,Common Ghost Module,19,0,Common,,"[59, 4176831154, 1449602859]",,
1293,1329905164,,Warlock Bond,Legendary Warlock Bond,20,30,Legendary,1585787867.0,"[21, 49, 20, 3109687656]",,
1294,1331205087,Cosmic Wind III,Leg Armor,Uncommon Leg Armor,2,29,Uncommon,20886954.0,"[21, 48, 20]","[20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 0]",
1295,1331482397,MIDA Multi-Tool,Scout Rifle,Exotic Scout Rifle,3,14,Exotic,1498876634.0,"[2, 1, 8]","[20, 0]",1331482397.0
1296,1331592343,Starless Night,Intrinsic,Exotic Intrinsic,19,0,Exotic,,"[59, 2237038328, 610365472]",,
1297,1331669928,Strikes,,,0,0,,,[],[0],
1298,1331669929,Strikes,,,0,0,,,[],[0],
1299,1331814296,Wise Warlock Bond,Warlock Bond,Common Warlock Bond,2,30,Common,1585787867.0,"[21, 49, 20]",[10],1331814296.0
1300,1332244541,Rifled Barrel,Barrel,Legendary Barrel,19,0,Legendary,,"[3085181971, 610365472, 59]",,
1301,1333087155,Ankaa Seeker IV,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[21, 47, 20]","[33, 32, 30, 29, 21, 20, 1, 0]",
1302,1334842411,Vengeful Dance,Emote,Legendary Emote,23,0,Legendary,3224618069.0,[44],"[1, 0]",
1303,1334959255,Arcstrider,Hunter Subclass,Common Hunter Subclass,16,0,Common,3284755031.0,"[23, 50, 52]",[0],1334959255.0
1304,1337167606,Iron Truage Greaves,Leg Armor,Legendary Leg Armor,2,29,Legendary,20886954.0,"[22, 48, 20]","[33, 1, 0]",
1305,1339362514,Stochastic Variable,Submachine Gun,Legendary Submachine Gun,3,24,Legendary,2465295065.0,"[3, 1, 3954685534]","[33, 1]",
1306,1340756168,Common Gear,,,20,0,Uncommon,,[3109687656],,
1307,1342668638,Pleiades Corrector,Scout Rifle,Legendary Scout Rifle,3,14,Legendary,2465295065.0,"[3, 1, 8]","[33, 1]",
1308,1344552955,,,,0,0,Common,,[],,
1309,1345867570,Sweet Business,Auto Rifle,Exotic Auto Rifle,3,6,Exotic,1498876634.0,"[2, 1, 5]","[33, 32, 31, 30, 29, 27, 20, 1, 0]",1345867570.0
1310,1345867571,Coldheart,Trace Rifle,Exotic Trace Rifle,3,25,Exotic,2465295065.0,"[3, 1, 2489664120]","[33, 32, 31, 30, 29, 27, 21, 20, 1, 0]",1345867571.0
1311,1349232063,"""Looped""",,,0,0,,,[],[0],
1312,1350878542,Improved Assembler,Sparrow Mod,Rare Sparrow Mod,19,0,Rare,,"[59, 319279448, 152608020]",,
1313,1351035691,Daedalus Code,Hand Cannon,Legendary Hand Cannon,3,9,Legendary,2465295065.0,"[3, 1, 6]","[33, 1]",
1314,1353265381,,,,0,0,Common,,[],,
1315,1353730260,Vanguard Research Engram,Engram,Legendary Engram,8,0,Legendary,,[34],,
1316,1355065950,Iron Pledge Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3684181176, 1742617626, 4104513227]",[0],
1317,1355771621,Shieldbreaker Vest,Chest Armor,Rare Chest Armor,2,28,Rare,14239492.0,"[23, 47, 20]",,
1318,1355893732,Simulator Vest,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[23, 47, 20]","[33, 1, 0]",
1319,1359896290,Dynamic Sway Reduction,Trait,Legendary Trait,19,0,Legendary,,"[3708671066, 610365472, 59]",,
1320,1360445272,Firebreak Field,Leg Armor,Uncommon Leg Armor,2,29,Uncommon,20886954.0,"[22, 48, 20]","[33, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 1, 0]",
1321,1361610767,,,,0,0,Common,,[],,
1322,1362342075,Helm of Saint-14,Helmet,Exotic Helmet,2,26,Exotic,3448274439.0,"[22, 45, 20]","[33, 32, 31, 30, 29, 27, 20, 1, 0]",1362342075.0
1323,1363280826,Scorched Hunter Vest,Chest Armor,Common Chest Armor,2,28,Common,14239492.0,"[23, 47, 20]",[0],
1324,1364856221,Retro-Grade TG2,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[22, 47, 20]","[33, 32, 30, 29, 21, 20, 1]",
1325,1364937937,Iron Pledge Ornament,Leg Armor,Legendary Leg Armor,20,29,Legendary,20886954.0,"[48, 20, 3109687656]",,
1326,1364997963,,Leg Armor,Legendary Leg Armor,20,29,Legendary,20886954.0,"[48, 20, 3109687656]",,
1327,1365398473,Speak with Executor Hideo,,,0,0,,,[],[0],
1328,1366943254,Power Munition Loader,Chest Armor Mod,Legendary Chest Armor Mod,19,0,Legendary,,"[59, 3723676689, 4104513227]","[1, 0]",
1329,1368499525,Sweeping,Emote,Exotic Emote,23,0,Exotic,3224618069.0,[44],"[1, 0]",
1330,1368565477,Crucible Engram,Engram,Legendary Engram,8,0,Legendary,,[34],[0],
1331,1369487074,Orimund's Anvil,Auto Rifle,Legendary Auto Rifle,3,6,Legendary,1498876634.0,"[2, 1, 5]","[33, 20, 1]",
1332,1370341044,Gensym Knight Helm,Helmet,Legendary Helmet,2,26,Legendary,3448274439.0,"[22, 45, 20]","[33, 1, 0]",
1333,1371933102,,,,0,0,Common,,[],,
1334,1375769660,Await the World-Eater,Quest Step,Legendary Quest Step,12,0,Legendary,,[16],[0],
1335,1375769661,On the Comms,Quest Step,Legendary Quest Step,12,0,Legendary,,[16],[0],
1336,1376578654,Lantern Effects,Transmat Effect,Rare Transmat Effect,20,0,Rare,,"[208981632, 177260082, 59, 3109687656]",,
1337,1376713467,Gift of Shaders,Package,Legendary Package,20,0,Legendary,,"[268598612, 3109687656]",[0],
1338,1378449462,Clarion Call: Clans,Quest,Quest,15,0,,,[53],,
1339,1378545975,Refugee Helm,Helmet,Common Helmet,2,26,Common,3448274439.0,"[22, 45, 20]","[20, 18, 16, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 0]",
1340,1379539620,The Iron Banner,Quest,Quest,15,0,,,[53],[0],
1341,1380253176,High-Explosive Ordnance,Magazine,Legendary Magazine,19,0,Legendary,,"[4184407433, 610365472, 59]",,
1342,1383325064,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",,
1343,1383325065,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",,
1344,1383325066,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",,
1345,1383325067,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",,
1346,1384107401,,Chest Armor,Legendary Chest Armor,20,28,Legendary,14239492.0,"[47, 20, 3109687656]",,
1347,1385663962,Crimson Engram x 1,,,20,0,,,[3109687656],,
1348,1389394014,"Lost Prophecy, Verse 7 Fulfilled",Prophecy Tablet,Legendary Prophecy Tablet,9,0,Legendary,,"[2250046497, 35, 52]",[0],
1349,1390587439,Default Effect,,,19,0,Common,,[59],,
1350,1392496348,Polygonal Rifling,Barrel,Legendary Barrel,19,0,Legendary,,"[3085181971, 610365472, 59]",,
1351,1393021133,Equinox Tsu,Fusion Rifle,Uncommon Fusion Rifle,3,11,Uncommon,953998645.0,"[4, 1, 9]","[20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 0]",
1352,1393021134,Nox Reve II,Fusion Rifle,Uncommon Fusion Rifle,3,11,Uncommon,953998645.0,"[4, 1, 9]","[20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 0]",
1353,1393021135,Nox Calyx II,Fusion Rifle,Uncommon Fusion Rifle,3,11,Uncommon,953998645.0,"[4, 1, 9]","[20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 3, 2, 0]",
1354,1393201549,Hack the Planet,,,0,0,Common,,[],[0],
1355,1396114223,Yawn,Emote,Uncommon Emote,23,0,Uncommon,3224618069.0,[44],[0],
1356,1397284432,Jasper Dawn Shell,Ghost Shell,Legendary Ghost Shell,24,0,Legendary,4023194814.0,[39],[1],
1357,1397648181,Eater of Worlds Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3684181176, 1742617626, 4104513227]",[0],
1358,1398781283,Letter Fragment,Journal Fragments,Common Journal Fragments,9,0,Common,,"[3747263590, 35, 52]",[0],
1359,1400394461,Titan Glimmer Scavenger,Ghost Module,Common Ghost Module,19,0,Common,,"[59, 4176831154, 1449602859]",,
1360,1400652964,New Monarchy Arsenal,Armor Set,Legendary Armor Set,0,0,Legendary,,[2423200735],,
1361,1403421766,,Chest Armor,Legendary Chest Armor,20,28,Legendary,14239492.0,"[47, 20, 3109687656]",,
1362,1403828833,,Gauntlets,Legendary Gauntlets,20,27,Legendary,3551918588.0,"[22, 46, 20, 3109687656]",,
1363,1409018209,Masterwork Weapon,,,19,0,Legendary,,"[59, 141186804]",,
1364,1409726978,Way of the Wolf,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1365,1409726979,Against the Dark,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1366,1409726984,Telstar Graphics,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1367,1409726985,Ghost Board,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1368,1409726986,Ace of Spades,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1369,1409726987,Jade Rabbit Redux,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1370,1409726988,Try the Special,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1371,1409726989,Arcology Interface,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1372,1409726990,Coordinate Mathematics,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1373,1409726991,Spark of the Machine,Emblem,Rare Emblem,14,0,Rare,4274335291.0,"[19, 52]",[0],
1374,1409959426,On the Offense Ornament,Armor Ornament,Legendary Armor Ornament,19,21,Legendary,,"[56, 52, 59, 3683250363, 1742617626, 4104513227]",[0],
1375,1409978308,Spark PS,Sight,Legendary Sight,19,0,Legendary,,"[3866509906, 610365472, 59]",,
1376,1409978309,Candle PS,Sight,Legendary Sight,19,0,Legendary,,"[3866509906, 610365472, 59]",,
1377,1409978311,Jolt PS,Sight,Legendary Sight,19,0,Legendary,,"[3866509906, 610365472, 59]",,
1378,1410985563,Advanced Paradox Amplifier,Prophecy Offering,Rare Prophecy Offering,20,0,Rare,,"[2005599723, 35, 52, 3109687656]",,
1379,1411084669,Zenobia-D,Rocket Launcher,Legendary Rocket Launcher,3,10,Legendary,953998645.0,"[4, 1, 13]","[33, 1]",
1380,1413589586,Mask of Rull,Helmet,Legendary Helmet,2,26,Legendary,3448274439.0,"[22, 45, 20]","[33, 32, 31, 30, 27, 1, 0]",1413589586.0
1381,1413589587,Helm of the Emperor's Champion,Helmet,Legendary Helmet,2,26,Legendary,3448274439.0,"[22, 45, 20]","[33, 32, 31, 30, 27, 0]",1413589587.0
1382,1415533220,Road Complex AA1,Chest Armor,Legendary Chest Armor,2,28,Legendary,14239492.0,"[23, 47, 20]","[33, 32, 30, 29, 21, 20, 1]",
1383,1416019110,,,,0,0,Common,,[],,
1384,1417534766,"Meditation: ""1AU""",,,20,0,Legendary,,[3109687656],[0],
1385,1418921862,Simulator Boots,Leg Armor,Legendary Leg Armor,2,29,Legendary,20886954.0,"[23, 48, 20]","[33, 1, 0]",
1386,1419477417,Exotic Gear,,,20,0,Exotic,,[3109687656],,
1387,1421331195,Crown of Bravery,Aura,Common Aura,0,0,Common,,[],,
1388,1422712818,Calus's Selected,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]",[0],
1389,1422712819,Calus's Treasured,Shader,Legendary Shader,19,20,Legendary,,"[41, 52]",[0],
1390,1423305584,Magikon,Vehicle,Legendary Vehicle,22,0,Legendary,2025709351.0,"[43, 52]","[1, 0]",
1391,1423305585,Rocket-Propelled Bobsled,Vehicle,Legendary Vehicle,22,0,Legendary,2025709351.0,"[43, 52]","[1, 0]",
1392,1423305586,Acumen Maxer,Vehicle,Legendary Vehicle,22,0,Legendary,2025709351.0,"[43, 52]","[1, 0]",
1393,1423305587,Subito Mk. 9,Vehicle,Legendary Vehicle,22,0,Legendary,2025709351.0,"[43, 52]","[1, 0]",
1394,1423305588,Insectus Invictus,Vehicle,Legendary Vehicle,22,0,Legendary,2025709351.0,"[43, 52]","[1, 0]",
1395,1423305589,Rupture,Vehicle,Legendary Vehicle,22,0,Legendary,2025709351.0,"[43, 52]","[1, 0]",
1396,1423305590,Shimmering Iris,Vehicle,Legendary Vehicle,22,0,Legendary,2025709351.0,"[43, 52]","[1, 0]",
1397,1423305591,Verità Scelta,Vehicle,Legendary Vehicle,22,0,Legendary,2025709351.0,"[43, 52]","[1, 0]",
